CS006-SS006-SIM-4,CS006,SS006,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church. ",The Catholic Institute of Sydney is a tertiary educational facility.  It is a member of the Sydney College of Divinity.  The Institute offers undergraduate and postgraduate theology studies.  It prepares students for ordination to the Catholic priesthood. , It prepares students for ordination to the Catholic priesthood.
CS007-SS007-SIM-1,CS007,SS007,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church. ",The Catholic Institute of Sydney is a tertiary educational facility that is part of the Sydney College of Divinity.  It offers undergraduate and postgraduate qualifications in theological studies.  It also prepares students for ordination to the priesthood in the Catholic Church. ,The Catholic Institute of Sydney is a tertiary educational facility that is part of the Sydney College of Divinity.
CS007-SS007-SIM-2,CS007,SS007,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church. ",The Catholic Institute of Sydney is a tertiary educational facility that is part of the Sydney College of Divinity.  It offers undergraduate and postgraduate qualifications in theological studies.  It also prepares students for ordination to the priesthood in the Catholic Church. , It offers undergraduate and postgraduate qualifications in theological studies.
CS007-SS007-SIM-3,CS007,SS007,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church. ",The Catholic Institute of Sydney is a tertiary educational facility that is part of the Sydney College of Divinity.  It offers undergraduate and postgraduate qualifications in theological studies.  It also prepares students for ordination to the priesthood in the Catholic Church. , It also prepares students for ordination to the priesthood in the Catholic Church.
CS008-SS008-SIM-1,CS008,SS008,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church. ",The Catholic Institute of Sydney belongs to the Sydney College of Divinity.  It offers theological studies to both undergraduate and postgraduate students.  It helps prepare students who want to become priests in the Catholic Church. ,The Catholic Institute of Sydney belongs to the Sydney College of Divinity.
CS008-SS008-SIM-2,CS008,SS008,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church. ",The Catholic Institute of Sydney belongs to the Sydney College of Divinity.  It offers theological studies to both undergraduate and postgraduate students.  It helps prepare students who want to become priests in the Catholic Church. , It offers theological studies to both undergraduate and postgraduate students.
CS008-SS008-SIM-3,CS008,SS008,"The Catholic Institute of Sydney, a tertiary educational facility that is a member institution of the Sydney College of Divinity, delivers theological studies at both undergraduate and postgraduate qualifications and prepares students who are studying for ordination to the priesthood in the Catholic Church. ",The Catholic Institute of Sydney belongs to the Sydney College of Divinity.  It offers theological studies to both undergraduate and postgraduate students.  It helps prepare students who want to become priests in the Catholic Church. , It helps prepare students who want to become priests in the Catholic Church.
CS009-SS009-SIM-1,CS009,SS009,"Many men took this day as a convenient opportunity to spend the day drinking in the local pub.  As a result, the original aim of expressing respect and sympathy to women was totally lost. ",Many men saw this day as the perfect time to go drinking at the pub.  This caused the goal of expressing respect and sympathy towards women to be overlooked. ,Many men saw this day as the perfect time to go drinking at the pub.
CS009-SS009-SIM-2,CS009,SS009,"Many men took this day as a convenient opportunity to spend the day drinking in the local pub.  As a result, the original aim of expressing respect and sympathy to women was totally lost. ",Many men saw this day as the perfect time to go drinking at the pub.  This caused the goal of expressing respect and sympathy towards women to be overlooked. , This caused the goal of expressing respect and sympathy towards women to be overlooked.
CS010-SS010-SIM-1,CS010,SS010,Two of the boatmen are hanged but Morse does not believe that they were the perpetrators. ," Two of the boatmen were hanged.  However, Morse did not think those two men were responsible. ", Two of the boatmen were hanged.
CS010-SS010-SIM-2,CS010,SS010,Two of the boatmen are hanged but Morse does not believe that they were the perpetrators. ," Two of the boatmen were hanged.  However, Morse did not think those two men were responsible. "," However, Morse did not think those two men were responsible."
CS011-SS011-SIM-1,CS011,SS011,Two of the boatmen are hanged but Morse does not believe that they were the perpetrators. ,Two of the boatmen were hanged.  Morse did not think they were responsible. ,Two of the boatmen were hanged.
CS011-SS011-SIM-2,CS011,SS011,Two of the boatmen are hanged but Morse does not believe that they were the perpetrators. ,Two of the boatmen were hanged.  Morse did not think they were responsible. , Morse did not think they were responsible.
CS012-SS012-SIM-1,CS012,SS012,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure. ",Few WikiKnights were prepared for the day of their arrival.  Ancient stories tells an incident when a group of apprentices foolishly confronted a WikiDragon.  A group of apprentices barely made it out alive with the tale of their frightening ordeal. ,Few WikiKnights were prepared for the day of their arrival.
CS012-SS012-SIM-2,CS012,SS012,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure. ",Few WikiKnights were prepared for the day of their arrival.  Ancient stories tells an incident when a group of apprentices foolishly confronted a WikiDragon.  A group of apprentices barely made it out alive with the tale of their frightening ordeal. , Ancient stories tells an incident when a group of apprentices foolishly confronted a WikiDragon.
CS012-SS012-SIM-3,CS012,SS012,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure. ",Few WikiKnights were prepared for the day of their arrival.  Ancient stories tells an incident when a group of apprentices foolishly confronted a WikiDragon.  A group of apprentices barely made it out alive with the tale of their frightening ordeal. , A group of apprentices barely made it out alive with the tale of their frightening ordeal.
CS013-SS013-SIM-1,CS013,SS013,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure. ",Only a few WikiKnights were prepared on their first day. Stories circulating suggest that inexperienced apprentices once attempted to take on a WikiDragon and barely escaped alive. ,Only a few WikiKnights were prepared on their first day.
CS013-SS013-SIM-2,CS013,SS013,"Few WikiKnights are ready on day one, ancient scripts tell of apprentices who foolishly challenged a WikiDragon and barely escaped to tell about their misadventure. ",Only a few WikiKnights were prepared on their first day. Stories circulating suggest that inexperienced apprentices once attempted to take on a WikiDragon and barely escaped alive. ,Stories circulating suggest that inexperienced apprentices once attempted to take on a WikiDragon and barely escaped alive.
CS014-SS014-SIM-1,CS014,SS014,"After Pinocchio accidentally sets Lorenzinis theatre on fire, Lorenzini changes career and begins luring unruly children to pleasure island, where they inevitably drink cursed water which turns them into donkeys. ","Pinocchio caused a fire in Lorenzini's theatre.  After this, Lorenzini changed profession and started to bring naughty children to Pleasure Island.  The children drank cursed water and were changed into donkeys. ",Pinocchio caused a fire in Lorenzini's theatre.
CS014-SS014-SIM-2,CS014,SS014,"After Pinocchio accidentally sets Lorenzinis theatre on fire, Lorenzini changes career and begins luring unruly children to pleasure island, where they inevitably drink cursed water which turns them into donkeys. ","Pinocchio caused a fire in Lorenzini's theatre.  After this, Lorenzini changed profession and started to bring naughty children to Pleasure Island.  The children drank cursed water and were changed into donkeys. "," After this, Lorenzini changed profession and started to bring naughty children to Pleasure Island."
CS014-SS014-SIM-3,CS014,SS014,"After Pinocchio accidentally sets Lorenzinis theatre on fire, Lorenzini changes career and begins luring unruly children to pleasure island, where they inevitably drink cursed water which turns them into donkeys. ","Pinocchio caused a fire in Lorenzini's theatre.  After this, Lorenzini changed profession and started to bring naughty children to Pleasure Island.  The children drank cursed water and were changed into donkeys. ", The children drank cursed water and were changed into donkeys.
CS015-SS015-SIM-1,CS015,SS015,At 14 she joined the adult movie before that she work at the Salon of her young auntie. ,"At 14, she joined the adult movie industry.  Prior to that, she had worked at her young aunt's salon. ","At 14, she joined the adult movie industry."
CS015-SS015-SIM-2,CS015,SS015,At 14 she joined the adult movie before that she work at the Salon of her young auntie. ,"At 14, she joined the adult movie industry.  Prior to that, she had worked at her young aunt's salon. "," Prior to that, she had worked at her young aunt's salon."
CS016-SS016-SIM-1,CS016,SS016,At 14 she joined the adult movie before that she work at the Salon of her young auntie. ,"At age 14, she began appearing in adult films.  Prior to this, she had been working at her aunt's salon. ","At age 14, she began appearing in adult films."
CS016-SS016-SIM-2,CS016,SS016,At 14 she joined the adult movie before that she work at the Salon of her young auntie. ,"At age 14, she began appearing in adult films.  Prior to this, she had been working at her aunt's salon. "," Prior to this, she had been working at her aunt's salon."
CS017-SS017-SIM-1,CS017,SS017,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children. ","One of her accomplishments was Tutti, a restaurant in downtown Lafayette.  It had an upstairs dining room dedicated to adults.  It had a downstairs playroom designated for children. ","One of her accomplishments was Tutti, a restaurant in downtown Lafayette."
CS017-SS017-SIM-2,CS017,SS017,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children. ","One of her accomplishments was Tutti, a restaurant in downtown Lafayette.  It had an upstairs dining room dedicated to adults.  It had a downstairs playroom designated for children. ", It had an upstairs dining room dedicated to adults.
CS017-SS017-SIM-3,CS017,SS017,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children. ","One of her accomplishments was Tutti, a restaurant in downtown Lafayette.  It had an upstairs dining room dedicated to adults.  It had a downstairs playroom designated for children. ", It had a downstairs playroom designated for children.
CS018-SS018-SIM-1,CS018,SS018,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children. ",She was involved in a very famous project called Tutti.  It was located in downtown Lafayette.  The restaurant featured an upstairs dining area for adults.  The restaurant featured a downstairs playroom for children. ,She was involved in a very famous project called Tutti.
CS018-SS018-SIM-2,CS018,SS018,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children. ",She was involved in a very famous project called Tutti.  It was located in downtown Lafayette.  The restaurant featured an upstairs dining area for adults.  The restaurant featured a downstairs playroom for children. , It was located in downtown Lafayette.
CS018-SS018-SIM-3,CS018,SS018,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children. ",She was involved in a very famous project called Tutti.  It was located in downtown Lafayette.  The restaurant featured an upstairs dining area for adults.  The restaurant featured a downstairs playroom for children. , The restaurant featured an upstairs dining area for adults.
CS018-SS018-SIM-4,CS018,SS018,"One of her most notable projects was Tutti, a restaurant in downtown Lafayette that was an upstairs dining room for adults and a downstairs playroom for children. ",She was involved in a very famous project called Tutti.  It was located in downtown Lafayette.  The restaurant featured an upstairs dining area for adults.  The restaurant featured a downstairs playroom for children. , The restaurant featured a downstairs playroom for children.
CS019-SS019-SIM-1,CS019,SS019,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. ","The implantation of medical devices involves the same risks as any other invasive medical procedure.   These complications may include infection, inflammation and pain. ",The implantation of medical devices involves the same risks as any other invasive medical procedure.
CS019-SS019-SIM-2,CS019,SS019,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. ","The implantation of medical devices involves the same risks as any other invasive medical procedure.   These complications may include infection, inflammation and pain. ","  These complications may include infection, inflammation and pain."
CS020-SS020-SIM-1,CS020,SS020,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. ","Implanting medical devices is an invasive medical procedure.  It can cause complications, such as infection, inflammation, and pain. ",Implanting medical devices is an invasive medical procedure.
CS020-SS020-SIM-2,CS020,SS020,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. ","Implanting medical devices is an invasive medical procedure.  It can cause complications, such as infection, inflammation, and pain. "," It can cause complications, such as infection, inflammation, and pain."
CS021-SS021-SIM-1,CS021,SS021,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. ","The implantation of medical devices is an invasive medical procedure.  It is subject to potential complications such as infection, inflammation, and pain. ",The implantation of medical devices is an invasive medical procedure.
CS021-SS021-SIM-2,CS021,SS021,"The process of implantation of medical devices is subject to the same complications as any other invasive medical procedure, including infection, inflammation, and pain. ","The implantation of medical devices is an invasive medical procedure.  It is subject to potential complications such as infection, inflammation, and pain. "," It is subject to potential complications such as infection, inflammation, and pain."
CS022-SS022-SIM-1,CS022,SS022,"This upgrade will reduce cost and increase flexibility, since any manufactured CBC can be configured for zero to four solid boosters, but the standardized CBC will necessitate a slight performance loss for most medium configurations. ","This upgrade will bring down costs and make things more adaptable.  Any CBC created can be arranged with a varying amount of solid boosters, ranging from none to four.  However, using the standardized CBC will lead to a slight decrease in performance when it comes to medium configurations. ",This upgrade will bring down costs and make things more adaptable.
CS022-SS022-SIM-2,CS022,SS022,"This upgrade will reduce cost and increase flexibility, since any manufactured CBC can be configured for zero to four solid boosters, but the standardized CBC will necessitate a slight performance loss for most medium configurations. ","This upgrade will bring down costs and make things more adaptable.  Any CBC created can be arranged with a varying amount of solid boosters, ranging from none to four.  However, using the standardized CBC will lead to a slight decrease in performance when it comes to medium configurations. "," Any CBC created can be arranged with a varying amount of solid boosters, ranging from none to four."
CS022-SS022-SIM-3,CS022,SS022,"This upgrade will reduce cost and increase flexibility, since any manufactured CBC can be configured for zero to four solid boosters, but the standardized CBC will necessitate a slight performance loss for most medium configurations. ","This upgrade will bring down costs and make things more adaptable.  Any CBC created can be arranged with a varying amount of solid boosters, ranging from none to four.  However, using the standardized CBC will lead to a slight decrease in performance when it comes to medium configurations. "," However, using the standardized CBC will lead to a slight decrease in performance when it comes to medium configurations."
CS023-SS023-SIM-1,CS023,SS023,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches. ,A Control pitcher is a type of pitcher.  They show good control over their pitches by issuing fewer bases on balls than average. ,A Control pitcher is a type of pitcher.
CS023-SS023-SIM-2,CS023,SS023,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches. ,A Control pitcher is a type of pitcher.  They show good control over their pitches by issuing fewer bases on balls than average. , They show good control over their pitches by issuing fewer bases on balls than average.
CS024-SS024-SIM-1,CS024,SS024,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches. ,A Control pitcher has good control of his pitches.  It is shown by issuing a low number of bases on balls. ,A Control pitcher has good control of his pitches.
CS024-SS024-SIM-2,CS024,SS024,A Control pitcher is a pitcher who by issuing a below average number of bases on balls exhibits good control of his pitches. ,A Control pitcher has good control of his pitches.  It is shown by issuing a low number of bases on balls. , It is shown by issuing a low number of bases on balls.
CS025-SS025-SIM-1,CS025,SS025,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han. ",Long Yun was an ethnic Yi General.  He became the Governor of Yunnan.  Long Yun and Lu Han were cousins. ,Long Yun was an ethnic Yi General.
CS025-SS025-SIM-2,CS025,SS025,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han. ",Long Yun was an ethnic Yi General.  He became the Governor of Yunnan.  Long Yun and Lu Han were cousins. , He became the Governor of Yunnan.
CS025-SS025-SIM-3,CS025,SS025,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han. ",Long Yun was an ethnic Yi General.  He became the Governor of Yunnan.  Long Yun and Lu Han were cousins. , Long Yun and Lu Han were cousins.
CS026-SS026-SIM-1,CS026,SS026,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han. ", Long Yun was an ethnic Yi General.  He later became Governor of Yunnan.  Long Yun was a cousin of Lu Han. , Long Yun was an ethnic Yi General.
CS026-SS026-SIM-2,CS026,SS026,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han. ", Long Yun was an ethnic Yi General.  He later became Governor of Yunnan.  Long Yun was a cousin of Lu Han. , He later became Governor of Yunnan.
CS026-SS026-SIM-3,CS026,SS026,"Long Yun was an ethnic Yi General, and later Governor of Yunnan, Long Yun was a cousin of Lu Han. ", Long Yun was an ethnic Yi General.  He later became Governor of Yunnan.  Long Yun was a cousin of Lu Han. , Long Yun was a cousin of Lu Han.
CS027-SS027-SIM-1,CS027,SS027,Carnaval music is often a song written especially for the occasion and is easy to dance to. ,Carnaval music is composed specifically for the event.  The tunes are easy to dance to. ,Carnaval music is composed specifically for the event.
CS027-SS027-SIM-2,CS027,SS027,Carnaval music is often a song written especially for the occasion and is easy to dance to. ,Carnaval music is composed specifically for the event.  The tunes are easy to dance to. , The tunes are easy to dance to.
CS028-SS028-SIM-1,CS028,SS028,Carnaval music is often a song written especially for the occasion and is easy to dance to. ,Carnaval music is composed specifically for the event.  It is typically easy to dance to. ,Carnaval music is composed specifically for the event.
CS028-SS028-SIM-2,CS028,SS028,Carnaval music is often a song written especially for the occasion and is easy to dance to. ,Carnaval music is composed specifically for the event.  It is typically easy to dance to. , It is typically easy to dance to.
CS029-SS029-SIM-1,CS029,SS029,Carnaval music is often a song written especially for the occasion and is easy to dance to. ,Carnaval music is composed specifically for Carnival celebrations.  It is typically easy to dance to. ,Carnaval music is composed specifically for Carnival celebrations.
CS029-SS029-SIM-2,CS029,SS029,Carnaval music is often a song written especially for the occasion and is easy to dance to. ,Carnaval music is composed specifically for Carnival celebrations.  It is typically easy to dance to. , It is typically easy to dance to.
CS030-SS030-SIM-1,CS030,SS030,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH. ,He has been a full professor at ETH Zurich since 2003.  He has been the Director of the Institute for Mathematical Research at ETH since 2009. ,He has been a full professor at ETH Zurich since 2003.
CS030-SS030-SIM-2,CS030,SS030,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH. ,He has been a full professor at ETH Zurich since 2003.  He has been the Director of the Institute for Mathematical Research at ETH since 2009. , He has been the Director of the Institute for Mathematical Research at ETH since 2009.
CS031-SS031-SIM-1,CS031,SS031,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH. ,"He has been a full professor at ETH Zurich since 2003.  Since 2009, he has been the Director of the Institute for Mathematical Research at ETH. ",He has been a full professor at ETH Zurich since 2003.
CS031-SS031-SIM-2,CS031,SS031,Since 2003 he is full professor at ETH Zurich and since 2009 he is the Director of the Institute for Mathematical Research at ETH. ,"He has been a full professor at ETH Zurich since 2003.  Since 2009, he has been the Director of the Institute for Mathematical Research at ETH. "," Since 2009, he has been the Director of the Institute for Mathematical Research at ETH."
CS032-SS032-SIM-1,CS032,SS032,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series. ","Two teams won their respective Division Series and went on to compete in the 2005 National League Championship Series.  The victor of Division Series became the National League champion, and proceeded to the 2005 World Series.  The Victor competed against the American League champion. ",Two teams won their respective Division Series and went on to compete in the 2005 National League Championship Series.
CS032-SS032-SIM-2,CS032,SS032,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series. ","Two teams won their respective Division Series and went on to compete in the 2005 National League Championship Series.  The victor of Division Series became the National League champion, and proceeded to the 2005 World Series.  The Victor competed against the American League champion. "," The victor of Division Series became the National League champion, and proceeded to the 2005 World Series."
CS032-SS032-SIM-3,CS032,SS032,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series. ","Two teams won their respective Division Series and went on to compete in the 2005 National League Championship Series.  The victor of Division Series became the National League champion, and proceeded to the 2005 World Series.  The Victor competed against the American League champion. ", The Victor competed against the American League champion.
CS033-SS033-SIM-1,CS033,SS033,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series. ",Two Division Series winners competed in the 2005 National League Championship Series.  The team that won the National League Championship Series became the National League champion.  The champion team went on to face the American League champion in the 2005 World Series. ,Two Division Series winners competed in the 2005 National League Championship Series.
CS033-SS033-SIM-2,CS033,SS033,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series. ",Two Division Series winners competed in the 2005 National League Championship Series.  The team that won the National League Championship Series became the National League champion.  The champion team went on to face the American League champion in the 2005 World Series. , The team that won the National League Championship Series became the National League champion.
CS033-SS033-SIM-3,CS033,SS033,"The winners of the two Division Series met in the 2005 National League Championship Series, with the winner of that series becoming the National League champion, and face the American League champion in the 2005 World Series. ",Two Division Series winners competed in the 2005 National League Championship Series.  The team that won the National League Championship Series became the National League champion.  The champion team went on to face the American League champion in the 2005 World Series. , The champion team went on to face the American League champion in the 2005 World Series.
CS034-SS034-SIM-1,CS034,SS034,"There were rumours of a few scenes of love between Alauddin and Padmini in this film, which led to protests from a Rajput caste organization called Shri Rajput Karni Sena, whose members accused Bhansali of distorting history. ",Rumours circulated that there were a few scenes of love between Alauddin and Padmini in the film.  This sparked outrage from a Rajput caste organization called Shri Rajput Karni Sena.  Shri Rajput Karni Sena accused Bhansali of distorting history. ,Rumours circulated that there were a few scenes of love between Alauddin and Padmini in the film.
CS034-SS034-SIM-2,CS034,SS034,"There were rumours of a few scenes of love between Alauddin and Padmini in this film, which led to protests from a Rajput caste organization called Shri Rajput Karni Sena, whose members accused Bhansali of distorting history. ",Rumours circulated that there were a few scenes of love between Alauddin and Padmini in the film.  This sparked outrage from a Rajput caste organization called Shri Rajput Karni Sena.  Shri Rajput Karni Sena accused Bhansali of distorting history. , This sparked outrage from a Rajput caste organization called Shri Rajput Karni Sena.
CS034-SS034-SIM-3,CS034,SS034,"There were rumours of a few scenes of love between Alauddin and Padmini in this film, which led to protests from a Rajput caste organization called Shri Rajput Karni Sena, whose members accused Bhansali of distorting history. ",Rumours circulated that there were a few scenes of love between Alauddin and Padmini in the film.  This sparked outrage from a Rajput caste organization called Shri Rajput Karni Sena.  Shri Rajput Karni Sena accused Bhansali of distorting history. , Shri Rajput Karni Sena accused Bhansali of distorting history.
CS035-SS035-SIM-1,CS035,SS035,"Finally, I got my first computer when I was 7, a Windows Vista Laptop, inspiron 1525, two and an half years later I got a toshiba satellite laptop with Windows 7 but within a year the casing started to split. ","I got my first computer when I was 7 years old.  It was a Windows Vista Laptop, an Inspiron 1525.  Two and a half years later, I acquired a Toshiba Satellite laptop with Windows 7.  However, the casing of this laptop started to split after only one year. ",I got my first computer when I was 7 years old.
CS035-SS035-SIM-2,CS035,SS035,"Finally, I got my first computer when I was 7, a Windows Vista Laptop, inspiron 1525, two and an half years later I got a toshiba satellite laptop with Windows 7 but within a year the casing started to split. ","I got my first computer when I was 7 years old.  It was a Windows Vista Laptop, an Inspiron 1525.  Two and a half years later, I acquired a Toshiba Satellite laptop with Windows 7.  However, the casing of this laptop started to split after only one year. "," It was a Windows Vista Laptop, an Inspiron 1525."
CS035-SS035-SIM-3,CS035,SS035,"Finally, I got my first computer when I was 7, a Windows Vista Laptop, inspiron 1525, two and an half years later I got a toshiba satellite laptop with Windows 7 but within a year the casing started to split. ","I got my first computer when I was 7 years old.  It was a Windows Vista Laptop, an Inspiron 1525.  Two and a half years later, I acquired a Toshiba Satellite laptop with Windows 7.  However, the casing of this laptop started to split after only one year. "," Two and a half years later, I acquired a Toshiba Satellite laptop with Windows 7."
